,Smiles,S_Hit
6306,O=S(=O)(c1ccc(-c2cnco2)cc1)N1CCC2(CCCNC2)C1,
6307,Cc1cc(C(=O)N2CC(O)CO2)c2cccc(C)c2n1,
6308,O=C1NCCCCC1Sc1ccc(F)cc1F,
6309,CC(C)C(Sc1nncn1C1CC1)C(=O)NCc1cccnc1,
6310,O=C(NCC(O)c1ccoc1)Nc1c(F)cccc1F,
6311,O=C(Nc1cc(F)ccc1OCC1CCCO1)NC1CC1,
6312,Cn1cnc2c1CCN(CC(=O)N(Cc1ccccc1F)C1CC1)C2,
6313,CN1CCN(C(=O)N2CC[C@@](O)(c3ccccc3)[C@H]3CCCC[C@@H]32)CC1,
6314,Cc1noc(C)c1C1CCCN1C(=O)CN1C(=O)OC(C)(C)C1=O,
6315,CN1CCC(C(=O)N2CCC(c3ccc4c(N)n[nH]c4n3)CC2)CC1,
6316,CC(NC(=O)NCCc1nc(C(F)(F)F)cs1)C(=O)N(C)C,
6317,Cc1nn(C)c2c(NCc3cccnc3)nc(C(C)C)nc12,
6318,O=C(CN1CCCC1)N1CCCC(c2cc(=O)n3c(n2)CCCCC3)C1,
6319,CC(=O)NCCC(=O)Nc1cccc(N2CCN(CC3CC3)CC2)c1,
6320,CCN(C(=O)CN1CCCC1c1cc(C)no1)c1ccccc1C,
6321,CCN(CC)c1ccc(C(=O)NCc2cccnc2-n2cncn2)cn1,
6322,CC(=O)N1CCN(C(=O)c2snnc2C)[C@H]2CS(=O)(=O)C[C@H]21,
6323,O=C(c1ccccn1)N1CCC2(CC1)COC(COc1cccnc1)C2,
6324,Cc1cnn(CC(C)NCc2ccc(-n3cccn3)cc2)c1,
6325,CN(C)CC(=O)N1CCc2ncnc(-c3ccoc3)c2CC1,
6326,C[C@@H]1C[C@@H]2CCN(C(=O)c3cnccn3)C[C@H]2O1,
6327,CNc1cncc(C2CCCN2Cc2ccnc(N3CCCC3)n2)n1,
6328,CNC(=O)NCC(CO)Cc1cccc(OC(F)(F)F)c1,
6329,Cc1cc(C)n(CC(C)NCc2cnc3c(C)cccn23)n1,
6330,Cc1cn(-c2ccccc2)nc1NS(=O)(=O)c1cc(C(=O)O)cs1,
6331,Cc1ccc(-c2ccnc3cc(CC(=O)N4CCN(C)CC4)nn23)cc1,
6332,CCn1cc(C(=O)NCc2csc(Br)c2)cn1,
6333,COc1ccc(CNC(c2cccc(F)c2)c2cnn(C)c2)cc1,
6334,O=C(C1CCCC1)N1CC(c2nc(Cc3ccccc3)no2)C1,
6335,CN1CCN(C(=O)c2cc(-c3cccs3)cs2)CC1,
6336,CN1CCN(c2ccc(F)cc2NC(=O)NCC[S+](C)[O-])CC1,
6337,Cc1cnc(CCN(C)C(=O)c2cccc(N(C)C)c2)s1,
6338,CCOc1ncccc1NC(=O)N1CCN(Cc2ccncc2)CC1,
6339,COc1ncccc1NC(=O)C1CC(=O)N(Cc2ccccn2)C1,
6340,COCCN1CCC(CNC(=O)Nc2ccc(SC(F)(F)F)cc2)C1,
6341,CCc1nc(C2CCCN2CCCS(=O)(=O)c2ccccc2)no1,
6342,CC1(C)Cc2ccc(C(=O)NC3CCS(=O)(=O)C3)c(O)c2O1,
6343,CNC(=O)C(NC(=O)c1c(C)noc1C)c1ccc(F)c(F)c1,
6344,O=C(Cn1cc(Cl)cn1)N1CCCC(c2cc3ccccc3cn2)C1,
6345,CC1N(CC2CC2)C(=O)COC12CCN(C(=O)c1cscn1)CC2,
6346,COc1ccc(N(C)C(=O)C2CN(C)CCO2)cc1F,
6347,CC(C)(O)CN1CCN(C(=O)COC2CCCCC2)CC1,
6348,O=C([C@H]1CCCO1)N1CCN(CCn2cccn2)c2ncccc2C1,
6349,O=C(NCCN1CCOCC1)NCc1cccnc1-n1cccn1,
6350,COc1cc(F)c(CN2CCN(CC(C)C)C(=O)C2C)cc1OC,
6351,O=c1c(NCCNCCO)c(N2CCN(c3ccc(F)cc3)CC2)c1=O,
6352,Cc1ccc(F)c(N2CCCC(Nc3nccn4cnnc34)C2=O)c1,
6353,CC(C)Oc1ccc(CNC(=O)CN(C)S(C)(=O)=O)cc1F,
6354,CC1CN(C(=O)c2cccc(OCc3cscn3)c2)CCO1,
6355,Cc1noc(C)c1C(=O)NCC(c1ccsc1)N(C)C,
6356,CNC(=O)[C@H]1C[C@@H]2CN(C(=O)c3occc3C)C[C@@H]2N1S(C)(=O)=O,
6357,CNC(=O)c1ccc(CNc2ccncc2Cl)cc1,
6358,COc1cccc2c1OCC(C(=O)N1CCN(S(=O)(=O)N(C)C)CC1)C2,
6359,CC1(C)CCN(Cc2ccccc2-c2nc(C(C)(C)C)cc(=O)[nH]2)C1,
6360,c1ccc2sc(NCC3(N4CCOCC4)CCSC3)nc2c1,
6361,Cc1ccc(CN2CC[C@H]3[C@H]2CCN3S(C)(=O)=O)s1,
6362,CSC1=Nc2c(cnn2-c2ccc(C)cc2)C2=NCCCN12,
6363,Cc1cc(OCC(=O)N2CCCC(c3noc(C)n3)C2)no1,
6364,CC(C)N1CCC2(CC1)CN(C)C(=O)C[C@H]2C(F)(F)F,
6365,O=c1cc(CN2CCC(CCc3ccc(O)cc3)CC2)[nH]c(=O)[nH]1,
6366,CS(=O)(=O)CCCNC1CCCN(Cc2noc(C3CC3)n2)C1,
6367,Cc1ccc(CN2CCC[C@]3(C(=O)O)CN(C)C[C@@H]3C2)s1,
6368,Cc1ccc(NS(=O)(=O)c2cc3c(c(C(=O)O)c2)OCCO3)c(F)c1,
6369,Cn1cnnc1-c1ccnc(NCc2ccc3c(c2)OCCO3)c1,
6370,Cn1nnc2c1C(COCC1CC1)CN(Cc1ccoc1)C2,
6371,O=C(NC1CC(F)(F)C1)[C@]12COC[C@H]1CN(Cc1ccsc1)C2,
6372,Cc1csc(N2CCN(C(=O)c3c(C)oc(C)c3C)CC2)n1,
6373,CCC1CCCCN1C(=O)c1ccnc(N(C)C)c1,
6374,Cc1nn(CCC(=O)N2CCN(Cc3cnn(C)c3C)CC2)c(C)c1Br,
6375,O=C(CCn1cncn1)Nc1ccc(F)cc1OCC1CC1,
6376,O=C(c1cc(-n2cccn2)ccc1Cl)N1CCCC(N2CCCC2)C1,
6377,COCc1ncn2c1CN(C(=O)c1cnc3ccccc3c1)CC2,
6378,Cc1n[nH]c(C)c1NC(=O)CN1CCCC1Cn1cncn1,
6379,O=C1COC2(CCN(CC3CC3)CC2)CN1c1ccsc1,
6380,Cc1cc2nc(CO[C@H]3CN(C(=O)C4CC4)C[C@H]3F)[nH]c2cc1C,
6381,O=C(NCC1CCOCC1)c1cc(-c2cccnc2)c2cnccc2n1,
6382,FC(F)(F)Oc1ccc(CN2CCCC(n3cncn3)C2)cc1,
6383,COc1ccc2cnn(CC(=O)NC3CCCCC3)c(=O)c2c1OC,
6384,Cc1ccc2c(c1)SCC(=O)N2Cc1noc(C2CCCO2)n1,
6385,Cc1cnn(CC2CCCN2Cc2nc(C)c3ccccc3n2)c1,
6386,O=C(Cc1ccccc1)NCCNCc1cccc(O)c1,
6387,COc1ccc(F)cc1NC(=O)NCC1(C)COC1,
6388,CCCN1CCN(S(=O)(=O)c2ccccc2OC)[C@H]2CS(=O)(=O)C[C@H]21,
6389,N#Cc1cccnc1OC1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,
6390,COCc1nnc(-c2cccc(C(=O)N(C)CC(C)(C)C)c2)o1,
6391,CS(=O)(=O)Cc1ccc(CNc2ncc(C#N)cc2Cl)cc1,
6392,Cc1cc(C(=O)N2CCNC(=O)C2)c(C)n1CC(F)(F)F,
6393,CSCC[C@H]1CN2CCC[C@H]2CN1Cc1cn(C)nc1C,
6394,Cc1ccc(C(NC(=O)CCNC(=O)c2ccoc2)C(F)(F)F)cc1,
6395,O=C(O)c1ccccc1-c1ccc(CN2CCC(CO)C2)cn1,
6396,Cc1ccc(CN2CCc3ncnc(-c4ccncc4)c3CC2)o1,
6397,COc1ccc(Cl)c(-c2noc3ncn(CCC(=O)O)c(=O)c23)c1,
6398,Fc1ccc(-c2nnc(CN3CCCC(Cn4cncn4)C3)o2)cc1,
6399,CC(C)NC(=O)C1CN(C(=O)c2ccc(F)cc2)CC12CCOCC2,
6400,O=C(CCS(=O)(=O)c1ccccc1)NC1CCOC2(CCOCC2)C1,
6401,CCOc1ccccc1CNC(=O)c1cnn(CC)c1C(F)(F)F,
6402,Cc1cc(C)nc(Nc2cccc(C3CCCN(C)C3)n2)n1,
6403,O=C(NC[C@]12COC[C@H]1CN(Cc1ccco1)C2)c1ccccc1,
6404,CCc1ncc2c(n1)CN(CC(=O)Nc1ccc(Cl)cn1)CC2,
6405,CCC[C@H]1CN(Cc2cscn2)C[C@@H]1NC(=O)C1(COC)CCC1,
6406,CN(C)Cc1nc(-n2cnc(C(=O)NCC3CC3)c2)n2ccccc12,
6407,c1cnn(C[C@@H]2C[C@@H]3CN(CC4CC4)CC[C@@H]3N2c2nccs2)c1,
6408,CCCn1ncnc1C(C)NC(=O)C1CCN(CC(N)=O)CC1,
6409,CCC(=O)N1CCCCC1c1nc(O)c2c(n1)CN(C(C)=O)CC2,
6410,CC(C)C(=O)N1CCN(Cc2ccccn2)CC2(CC(=O)N(C)C2)C1,
6411,CC(C)c1nc(C2CCCN(C(=O)c3ccnc(N(C)C)c3)C2)no1,
6412,Cc1nc(CN2CCC(N(C)Cc3nnc(C4CC4)n3C)C2)cs1,
6413,CCn1cnnc1C1CCN(C(=O)c2cccc(-n3cccc3)c2)CC1,
6414,Cc1cc(CN2CC[C@H]3C[C@H](C(=O)N4CCC(C)CC4)O[C@H]3C2)no1,
6415,COc1cccc(S(=O)(=O)NC(=O)C2CC(c3ccccc3)=NO2)c1,
6416,NC(=O)c1csc(C(=O)N2CCCC(n3cccn3)C2)c1,
6417,N#Cc1ccc(OCC(O)CN2CCc3cncnc3C2)cc1,
6418,COCCN1CCOCC12CCN(c1nccs1)CC2,
6419,CN(C)Cc1ccnc(C2CCCN2Cc2cc[nH]n2)n1,
6420,COC1CCN(Cc2csc(C(C)C)n2)CC1,
6421,CCCOC(=O)NCCC1CN(c2cnn(C)c(=O)c2)CCO1,
6422,O=C(c1ccco1)N1CCC(n2nc(-c3cccs3)ccc2=O)CC1,
6423,CCOCC(O)CNc1cncc(Br)c1,
6424,O=C1CSC(c2ccsc2)c2c(n(C3CCOCC3)[nH]c2=O)N1,
6425,O=C(Nc1ncnc2c1CCC2)c1ccc2c(c1)OCO2,
6426,O=C(C1CC1)N1CCc2nc(C3CCN(C(=O)C4CC4)C3)nc(O)c2C1,
6427,CCCc1nnc(NC(=O)N2CCCC2c2ccncc2)s1,
6428,Cc1cc(N(C)CCn2ccnc2C)n2nccc2n1,
6429,COCCNS(=O)(=O)c1ccc2c(c1)CCN(C(=O)c1cncn1C)C2,
6430,Cc1cnn(CC2CCCCN2Cc2nnsc2Cl)c1,
6431,O=C(NCc1cccc(-n2cncn2)c1)NCC(C1CC1)C1CC1,
6432,CC(C)c1noc(CCCC(=O)NC(C)c2nnc3n2CCC3)n1,
6433,COc1cccc(OCCNS(C)(=O)=O)c1,
6434,O=C(NCC(=O)N1CCCCC1)c1ccc(Cl)cc1I,
6435,O=C(Cn1cc(C(=O)O)ccc1=O)NCc1ccc(F)c(Cl)c1,
6436,Cc1cc(CN2CCN(C(=O)c3sccc3C3CC3)CC2)no1,
6437,Cc1cccc(C(C(=O)N2CC(c3ccccn3)C2)N(C)C)c1,
6438,C[C@@]1(O)CCN(C2CCOCC2)C[C@H]1n1ccc(=O)[nH]c1=O,
6439,O=C1CC[C@H]2[C@H](CCN2C(=O)C2CCCO2)N1CCN1CCCC1,
6440,CC(C)N1CC(C(=O)N2CCN(CCn3cccc3)CC2)CC1=O,
6441,CN1CCN([C@@H]2CCN(CC3CCOC3)[C@H]2Cc2cnn(C)c2)CC1,
6442,O=C(N1CCOCC1)N1CCc2ncnc(NC3CCC3)c2CC1,
6443,COc1cc(CN(C)Cc2ccncc2)c(SC)cc1OC,
6444,O=C(NCc1ccccc1CN1CCCC1)Nc1cccnc1,
6445,O=C(CN1C=Nc2ccccc2S1(=O)=O)NCC1CC1,
6446,c1cc(CNCC2CNc3ccnn3C2)cc(OC2CCCCC2)n1,
6447,CCC(=O)NC(Cc1cc(N(C)C)nc(C2CC2)n1)c1ccccc1,
6448,O=C(CN1CCCC1)N1CCCC1c1nc(O)cc(-c2ccccn2)n1,
6449,CCN(CC)Cc1cc(=O)n2c(n1)CN(C(=O)c1ccnnc1)CCC2,
6450,Cc1ccccc1NC(=O)c1cncc(C2CCNCC2)n1,
6451,Cc1cnc(CNc2ccc(C(=O)NCc3ccco3)cc2C)o1,
6452,Cc1cc(NC(=O)CN2CCOC(CN(C)C)C2)n(C)n1,
6453,N#Cc1cn[nH]c1NCc1cc(Cl)cc(Cl)c1O,
6454,Cc1ccccc1SCC(=O)Nn1cnnc1,
6455,CCN(CC1CCOC1)C(=O)c1ccc(N2CCOCC2)c(F)c1,
6456,CC(=O)N1CC[C@]2(O)CCN(Cc3nc(C)c[nH]3)C[C@@H]2C1,
6457,CN(C)CC1CN(Cc2ccc3c(c2)OCO3)Cc2nccn2C1,
6458,COCCOCC(=O)NC(C#N)c1cc(Cl)cc(Cl)c1,
6459,COc1ccc(NC(=O)CCC2CCCN(S(=O)(=O)C3CC3)C2)cc1Cl,
6460,NC(=O)COc1cccc(CN2CCCC2c2ccc[nH]2)c1,
6461,CCS(=O)(=O)N1CCCN(CCCOC)CC1,
6462,C=C(C)COCCNC(=O)Nc1cccc(Cn2nc(C)nc2C)c1,
6463,CNC(=O)CN1CC[C@H]2CN(C(=O)c3ccccc3F)C[C@H]2C1,
6464,CSc1cccc(NC(=O)N2CCC3(CCC(=O)N(C4CC4)C3)CC2)c1,
6465,O=C(NCc1cccnc1N1CCc2ccccc2C1)c1cc(=O)[nH][nH]1,
6466,Cc1cc(N2CCCC(OC(=O)CCc3cnn(C)c3)C2)nc(C)n1,
6467,CC(C)CNC(=O)c1nc2c(s1)CCN(C(=O)c1ccc(Cl)cc1)CC2,
6468,c1cncc(CN(Cc2ccc3c(c2)OCCO3)CC2CCCO2)c1,
6469,O=S(=O)(C1CC1)N1CC[C@H](OCC2CC2)[C@@H]1Cc1ccncc1,
6470,CCn1ncc2c1CCCC2NCc1ccc(C)s1,
6471,CCOc1ccc(N(C)S(=O)(=O)c2c[nH]c(C(C)C)n2)cc1,
6472,Cn1cnc2c1C(COCc1ccccc1)N(Cc1ccncc1)CC2,
6473,CC(C)c1nc(C2CCCN2Cc2ccn(C)c(=O)c2)no1,
6474,CCOCCC(=O)N(CCC#N)c1ccc(C)c(C)c1,
6475,Cc1c(C(=O)O)sc2nc(Cc3ccccc3)nc(N)c12,
6476,CCOC1CCN(C(=O)c2cnn(-c3ccccc3Cl)c2)CC1,
6477,Cc1nnc(C(NS(=O)(=O)c2cc(C)c(F)cc2F)C(C)C)[nH]1,
6478,Cc1ccc(C(=O)N2Cc3c(CN4CCCCC4)nn(C)c3C2)o1,
6479,CC(CNC(=O)Nc1cn[nH]c1)N1CCc2ccccc2C1,
6480,O=C(CCOc1cccc(F)c1)N1CCCC(n2cncn2)C1,
6481,CCCN1CCN(C(=O)c2ccn(COc3ccc(F)cc3)n2)CC1,
6482,COc1ccc(C2CN(c3cc(C)ncn3)CCN2C(C)=O)cc1,
6483,O=C([C@H]1CCCO1)N1CC[C@H](O)[C@@H]1Cc1cccnc1,
6484,O=C(CCCc1nc(-c2ccccc2)no1)N1CCN(CCO)CC1,
6485,CC(=O)N1CCOCC2(C1)CN(S(C)(=O)=O)CCO2,
6486,O=c1n(CCNCc2cccc3ccccc23)nc2ccccn12,
6487,O=C1CC(c2ccccc2)C2(CCN(Cc3ccncc3)CC2)N1,
6488,CN(C)[C@@H]1CN(C(=O)CCc2ccccc2)[C@@H]2CCCO[C@H]12,
6489,Cc1ccc(C(=O)N(CC(=O)O)CC(C)C)cc1F,
6490,CC(C)CN1C(=O)CO[C@@H]2CN(C(=O)N(C)C)C[C@H]21,
6491,Cc1ccc(CN2CCN(c3ncccc3Cl)CC2CCO)cc1,
6492,COc1cccc(CNC(=O)N2CCCC(Cn3cc(CN)nn3)C2)c1,
6493,COc1ccc(C(=O)N2CCC(C3CCN(c4ncccn4)CC3)C2)o1,
6494,COCCc1noc(CN2CCCCC2Cn2cc(C)cn2)n1,
6495,Cc1sc2c(C3CCCN(C)C3)nc(C)n2c1C,
6496,CN(C)C(=O)N1C[C@H]2CC[C@@H](C1)N(Cc1nnc(-c3ccco3)o1)C2,
6497,O=C(NCC1(O)CCOC1)c1ccccc1Cl,
6498,Cc1nc(-c2ccccc2)n(CC(=O)NC(C)(C)C)n1,
6499,COc1cc(N2CCC3(CC2)CC(N2CCOCC2)CO3)ncn1,
6500,CC(C)(C)CN[C@@H]1CO[C@H](CNC(=O)C2CCCC2)[C@H]1O,
6501,Cc1cc(C(F)(F)F)nc(CCNC(C)Cn2cncn2)n1,
6502,COc1cc(C(=O)NCc2cc(N3CCOCC3)ncn2)ccn1,
6503,NC1CCc2nc(-c3cccnc3)nc(Nc3ccc(F)cc3)c2C1,
6504,Cc1noc(C(C)C)c1C(=O)NCc1cccc(CN(C)C)c1,
6505,COCCO[C@H]1CCN(C(=O)NC2CC2)[C@H]1Cc1cnn(C)c1,
6506,COCCN1CCN(C(=O)NC2CC2)Cc2ccc(C)nc21,
6507,COC(=O)CC(NC(=O)c1cccc(N2CCCC2=O)c1)c1cccs1,
6508,CCN(Cc1ccoc1)C(=O)NC1CCN(CC2CCCC2)CC1,
6509,COC[C@@]12CCO[C@@H]1CCN(Cc1ccccc1OC)C2,
6510,CCc1cc(CN2CCCCC2c2ccc(F)cc2)on1,
6511,CNc1cc(C)nc(NCc2cc(C)cc3c(C)c(C)[nH]c23)n1,
6512,CC(=O)c1c(F)cccc1N1CCC(NS(=O)(=O)c2ccccc2)CC1,
6513,O=C(NCC1CC1)[C@H]1C[C@@H]2CCN(Cc3ccc4c(c3)OCO4)C[C@@H]2O1,
6514,COc1cc(C(=O)NC(C)C)nc2c(C)cc(F)cc12,
6515,CCS(=O)(=O)N1CCc2ncnc(OC)c2CC1,
6516,Cc1cc(C(F)(F)F)nc(CNc2cc(C)nc3cc(C)nn23)n1,
6517,COCCN(C)[C@@H]1c2ccccc2C2(CCNCC2)[C@H]1O,
6518,CO[C@@H]1CC[C@H]2[C@H]1OCCN2C(=O)COc1ccc(F)cc1,
6519,CS(=O)(=O)N1CCOCC2(CN(Cc3nccs3)CCO2)C1,
6520,COc1cccc(CN(C)S(=O)(=O)N2CCOCC2)c1,
6521,Cc1nn(CCO)cc1CN1CCCC1c1nc2c(C)cccc2[nH]1,
6522,COCCCNC(=O)Cn1c(C)cc(=O)n2nc(-c3cccs3)nc12,
6523,Cc1nc(N)ncc1C(=O)N1CCCC(CCc2ccccc2F)C1,
6524,c1csc(CN2CCO[C@@H]3CN(C4CCOCC4)C[C@@H]3C2)c1,
6525,COc1ccc(CNC(Cc2ccsc2)c2ccc(C)cn2)c(OC)c1,
6526,Cc1cc2c(cc1CNC(Cc1cccs1)c1nccs1)OCO2,
6527,CN(Cc1cn2c(n1)CN(CC1CCOC1)CC2)Cc1ccco1,
6528,CN1CCN(Cc2cscn2)CC(C(=O)N(C)C)C1,
6529,Cc1cc(CN2CCN(c3ccnc(-c4ccccc4)n3)CC2)no1,
6530,O=C(c1ccc(=O)[nH]n1)N(CCO)Cc1cc(Br)ccc1F,
6531,CCC(C)N(Cc1sccc1C)C(=O)c1cc(N)ccn1,
6532,Cn1cc(C(=O)N2CCN(Cc3ccccn3)CC2)ccc1=O,
6533,Cc1cc(CNCC2(O)CCOCC2)ccc1F,
6534,O=C1CCCCN1CSc1nnnn1-c1ccc(Cl)cc1,
6535,Cc1cccnc1CNc1ccc(C(=O)N2CCc3ccccc32)cn1,
6536,CN(C)c1nccc(C2CCN(c3ncccn3)CC2)n1,
6537,Cc1cccc2c1nc1n2[C@@H](CNC(=O)c2cnccn2)COC1,
6538,Cn1c(CN2CCCCC2)nnc1C1CCN(c2nccc(N)n2)CC1,
6539,COc1ccccc1S(=O)(=O)NCC(c1cccn1C)N(C)C,
6540,Cc1oc(-c2ccccc2)nc1CN1CCC(c2ccnn2C)CC1,
6541,O=C(N1CCOCC1)N1C[C@@H]2CN(Cc3nccs3)C[C@@H]2C1,
6542,OC[C@H]1CN(C2Cc3ccccc3C2)C[C@H]1CN1CCC(O)CC1,
6543,CCC(NC1Cc2ccccc2C1)c1ccc(S(C)(=O)=O)cc1,
6544,CCc1nnc2n1CCN(CC(O)CN1CCC(C)CC1)C2,
6545,CCN(Cc1nc2c(cnn2C)c(=O)[nH]1)Cc1cccs1,
6546,O=C(CCN1CCOC(Cn2cccn2)C1)NC1CCCC1,
6547,Cc1cc(C)n(CC2CCCN2Cc2nc(N)c3ccccc3n2)n1,
6548,CSc1ncc(C(=O)N(C)C(C)Cc2ccccn2)cn1,
6549,COCCCC1CCCCN1C(=O)c1ccc(SCCO)cc1,
6550,c1cc2nc(C3CCNCC3)nn2cc1NC1CCC1,
6551,Cc1ccc(-c2nc(CNC(C)CCO)[nH]c2-c2ccccn2)cc1,
6552,Cc1ccc(CN(CC(=O)NCC2CCOC2)c2ccc(F)cc2)o1,
6553,CN(C)C(CNCc1nc(-c2ccsc2)no1)c1ccsc1,
6554,O=C(c1cc(F)cc(F)c1)N1CCC(O)(C(F)(F)F)CC1,
6555,COc1c(C2CCCN2C(=O)c2scnc2C)c(C)nn1C,
6556,CC[C@H](C)Cn1nc(C2CCNCC2)n(Cc2ccccc2)c1=O,
6557,Cc1cccc(CNc2nnc(C(C)C)o2)c1,
6558,Cn1nc(CNC(=O)C2CCCCC2)cc1C1CC1,
6559,CN(C)S(=O)(=O)N1CCC(Oc2ccccn2)CC1,
6560,COCCN1CCN(C(=O)c2ccccc2C(C)=O)[C@H]2CS(=O)(=O)C[C@H]21,
6561,CCCNC(c1cccnc1)c1ccc(F)c(C)c1,
6562,CN(Cc1cccc(C#N)c1)Cc1nc2c(cnn2C)c(=O)[nH]1,
6563,O=C(NC1CCCN(Cc2c(F)cccc2F)C1)c1cnccn1,
6564,O=C1CC(c2ccc(C(=O)O)cc2)c2ncn(-c3cccc(F)c3)c2N1,
6565,O=C(C1CCCO1)N1CCC(n2cc(-c3ccsc3)nn2)CC1,
6566,Cc1ccc2oc(C(=O)N3CCCC(n4nc(C)cc4C)C3)cc2n1,
6567,CCc1noc(C(C)N2CCC(NS(=O)(=O)c3cccs3)CC2)n1,
6568,CC(=O)N(C)CC(=O)NCC1CCN(c2cc(Cl)ccc2C)C1,
6569,CC(C)(C)C(=O)N1CCC(c2cnc(-c3cn[nH]c3)cn2)CC1,
6570,CC(=O)NC1CCN(c2ncnc3c2c(C)nn3C)C1,
6571,N#Cc1ccsc1NC(=O)CN1CCOC(Cn2cccn2)C1,
6572,Cn1cnnc1C1CCCN(C(=O)NCCNc2ccccn2)C1,
6573,CCc1ccc(CN2CCC3(CC2)C(=O)N(C)CCN3CC)cc1,
6574,CSCC(C)(O)CNC(=O)c1ccc(F)cc1Cl,
6575,Cc1ccccc1N1CC2(CCN(S(=O)(=O)c3ccccc3)C2)CC1=O,
6576,CS(=O)(=O)NCc1cn2c(n1)CN(Cc1cccnc1)CC2,
6577,CCS(=O)(=O)N1C[C@H]2CN(CC3CC3)C(=O)[C@H]2C1,
6578,CC(=O)NCCC(Cc1ccccc1)c1ccco1,
6579,O=S(=O)(c1ccc(Cl)cc1)N1CCC(OCc2ccccn2)C1,
6580,N#Cc1cccc(CN2CCCC2Cn2cccn2)c1,
6581,Cc1ccc(NC(=O)N2CCCC(O)C2)c(Br)c1,
6582,Cc1cccc2c(CCNC(=O)NCC[S+](C)[O-])c[nH]c12,
6583,CC(C)OCCCNC(=O)C1CC(=O)N(c2n[nH]c3cccc(F)c23)C1,
6584,O=C1CCCN1c1cccc(CNCc2nc(-c3ccco3)no2)c1,
6585,CN(C)c1nc2c(c(NCc3nnc4n3CCCCC4)n1)CCNC2,
6586,Cc1ccccc1CNC(=O)N1C[C@@H]2C[C@H](C(=O)N(C)C)[C@H](C1)O2,
6587,Cc1cnc(N)c(C(=O)C2CCN(C(=O)c3ccccc3F)CC2)c1,
6588,COc1ccccc1OCCN1CCCCC1Cn1cncn1,
6589,Cc1nc(C(=O)NCCS(=O)(=O)N2CCCC2)cs1,
6590,CC[C@@H](C)[C@@H](N)C(=O)Nc1cccc(-c2cnc(NCCO)nc2)c1,
6591,COc1ccccc1C1(C(=O)N2CCN(CC(C)O)CC2)CC1,
6592,CCOc1ccc(C(C)NC(=O)N2CCC(C(N)=O)CC2)cc1OC,
6593,CCc1noc(CN(C)CCC(=O)Nc2ccccc2C#N)n1,
6594,CC(C)n1ccnc1C1CCN(Cc2ccc(C(F)(F)F)c(F)c2)CC1,
6595,CNC(=O)c1cc2c(nc1N(C)C)CCN(c1ncc(C)cn1)CC2,
6596,Cc1nc(C2CCCN2C(=O)COCc2ccccc2)no1,
6597,CCC(=O)NC1CCCN(c2cncc(OCc3ccccc3)n2)C1,
6598,Cc1nc(O)c2nnn(C[C@H]3CCCN3C(=O)c3cccc(F)c3)c2n1,
6599,CN(C)C(=O)N1CC2(CCNCC2)c2cc(F)ccc21,
6600,CCOc1ncccc1NC(=O)c1ccc(C(C)=O)s1,
6601,Cc1ncc2c(n1)CN(CC(=O)Nc1nnc(C)s1)CC2,
6602,CCC1CCCN(Cc2nc(N)c3ccccc3n2)C1,
6603,O=C(NCc1cccnc1)NCC(O)c1ccccc1C(F)(F)F,
6604,CCc1nc(N2CCC3(CC2)CC(=O)N(Cc2ccc(Cl)cc2)C3)no1,
6605,CN(CC1CCCCO1)c1nc2c(cc1C(N)=O)CCC2,
6606,N#Cc1ccc(CN2CCC(CN3CCOCC3)C2)cc1,
6607,O=C(NCc1ccco1)[C@@]12CCO[C@@H]1CCN(Cc1nccs1)C2,
6608,CCn1ccc2ccnc(CC3CN(C(=O)c4cnco4)C3)c21,
6609,COc1ccc(CN2CCc3ncnc(C4CCOC4)c3CC2)cc1,
6610,CC(C)CC1SCC(=O)Nc2c1cnn2-c1ccccc1F,
6611,CCc1nc(C)c(C2CC(=O)Nc3c2c(-c2ccccn2)nn3C)[nH]1,
6612,CCN(CC)Cc1ccc(C(=O)N2CCCCC2Cn2cccn2)o1,
6613,COCCn1/c(=N/C(=O)C(C)C)sc2cc(Cl)ccc21,
6614,COc1ccc(CN2CCC3(CCCN(C)C3=O)C2)c(OC)c1C,
6615,N#Cc1ccccc1CN(CC(N)=O)C1CCCC1,
6616,Cc1nc2ccc(C(=O)N3CCn4c(C)nnc4C3)cc2nc1C,
6617,c1nnc(Nc2cncc(C3CCCN3)n2)s1,
6618,FC(F)(F)c1ccc(-c2cnc(C3CCCN3)cn2)cc1,
6619,Cc1cnc(CN(C)C2CCN(CCc3ccccn3)CC2)cn1,
6620,Cc1nnc(CN2CCCC2c2ccsc2)o1,
6621,CCCN1CCC(Cc2nc(CN3CCN(C)CC3)no2)CC1,
6622,CN(Cc1ccccc1)CC(C)(C)NC(=O)c1cnns1,
6623,Cc1ccc(Cl)cc1C(=O)N1CCC2(CC1)c1ccccc1[C@@H](N)[C@@H]2O,
6624,CN(C)CC1(O)CCN(C(=O)c2ccc(-n3cccn3)cc2Cl)C1,
6625,CN(C)[C@H]1CN(C(=O)CCc2cccc(F)c2)C[C@@H]1C1CC1,
6626,Cc1ccccc1N1CCCN(c2ccncn2)CC1,
6627,CN(Cc1cccnc1)CC1CN(C(=O)C2CC2)Cc2nccn2C1,
6628,Cc1ccc(CNC[C@H]2Cn3cc(-c4ccccc4)nc3CO2)cc1,
