,Smiles,S_Hit
6629,CN(C)c1cc(CNC(=O)NCC2(C)CCCS2)ccn1,
6630,CC(C)c1nccn1CC1CCCN1Cc1nc2ccccc2n1C,
6631,CCCn1ncc(CN2C[C@@H]3CCCN3C[C@@H]2CCSC)c1C,
6632,CNS(=O)(=O)Cc1ccc(CNC(=O)Nc2cn[nH]c2)cc1,
6633,CC(C)=CCN1CCN(C(=O)c2cc(C(C)C)no2)[C@H]2CS(=O)(=O)C[C@H]21,
6634,Cc1cc(C(=O)N2CCN[C@H](C)C2)c2ccc(F)cc2n1,
6635,CS(=O)(=O)N1C[C@H]2CCCN(Cc3ccsc3)[C@H]2C1,
6636,O=C(O)[C@@H]1CN(C(=O)c2ccc(Cl)cc2)C[C@H]1c1cccc(F)c1,
6637,CNc1cc(C)nc(N2C[C@@H](C(=O)O)[C@H](C3CC3)C2)n1,
6638,O=c1[nH][nH]c2cn(-c3ccc(F)cc3)c(=O)n12,
6639,Cc1cccc(=O)n1CCC(=O)N(C)Cc1cccc2ncccc12,
6640,Cc1ncsc1CN1C[C@@H]2COC[C@]2(C(=O)NC2CC(F)(F)C2)C1,
6641,CCCc1cc(NCCCC2CCOC2)n2nccc2n1,
6642,Cc1cn2nc(N3CCCN(Cc4noc(C)n4)CC3)sc2n1,
6643,O=C1O[C@@H]2CN(Cc3ccccc3F)C[C@@H]2N1CCCN1CCOCC1,
6644,Cc1cc(C)n2nc(C(=O)N3CCCC4(CNC(=O)O4)C3)cc2n1,
6645,Cn1ccnc1CN1CCCC1c1noc(C2CC2)n1,
6646,O=C(c1cccnc1)C1CCCN(c2nnc(C3CC3)o2)C1,
6647,CN1CCC(N(Cc2ccco2)S(=O)(=O)c2cc(Br)ccc2Br)CC1,
6648,Cc1nc(C)n(CC2CCCN2CCOc2cccc(F)c2)n1,
6649,CN1CCCC1CCn1ccnc1-c1nc2ccccc2[nH]1,
6650,CC(C)C(=O)NCCNC(=O)C12CCC(=O)N1c1cc(Cl)ccc1S2,
6651,CC(C)(CO)CNC(=O)c1cc(-c2cc[nH]n2)n2ccccc12,
6652,CC1CCN(C[C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)Nc2ccsc2)CC1,
6653,COc1nsc2nc(C3CCCN3C(C)=O)ccc12,
6654,CC(=O)NC1CCN(c2nc(N)nc3c2CCCC3)C1,
6655,O=C(Cn1cc(-c2ccccc2)cn1)NC(C1CC1)C1CC1,
6656,O=C(C1=CCCC1)N1C[C@H](Oc2cccnc2)[C@H]2OCCC[C@H]21,
6657,COCCNC(=O)Cn1ccc2ccc(F)cc21,
6658,CN1CC(C(=O)NCc2cccnc2OCc2ccccc2)CC1=O,
6659,C=Cc1ccc(CN2C(=O)C3(CCNCC3)Nc3ccccc32)cc1,
6660,CN1CCO[C@@H]2CN(C(=O)COc3cccc(Cl)c3)C[C@@H]2C1,
6661,Cc1ccc2c(c1)c(CNC(=O)C1CCN(C(=O)C3CC3)CC1)nn2C,
6662,CCS(=O)(=O)N1CCC[C@]2(C(=O)N(C)C)CN(c3ncccn3)C[C@@H]2C1,
6663,c1ccc(OCCNCc2cccs2)nc1,
6664,CC(=O)NC1CCCN(C(=O)Nc2cccnc2-n2cccn2)C1,
6665,Cc1cc(C(=O)NCC(Cc2cccc(F)c2)N2CCCCC2=O)no1,
6666,CC1CCc2n[nH]c(C(=O)NCCCc3ccco3)c2C1,
6667,CNC(=O)[C@H]1C[C@H]2CN(Cc3ccc(C)cc3)C[C@@H]1O2,
6668,c1cc(CN2C[C@@H]3OCCN(CC4CC4)[C@@H]3C2)n[nH]1,
6669,Cc1ccoc1C(=O)N1CC[C@@]2(C[C@H](NS(C)(=O)=O)CCO2)C1,
6670,Cn1ccc(C(=O)N2CCC[C@]3(C[C@@H](OCc4ccccn4)CO3)C2)n1,
6671,CCCOc1ncccc1CNc1nnc(C)c(C)c1C#N,
6672,O=C(Nc1nnc(C2CC2)s1)NC1CCOc2ccccc21,
6673,COc1ccc(-n2c(SC)nc(O)c(Cc3ccccc3)c2=O)cc1,
6674,CNc1cnc(CC2COCCN(CCOc3ccccc3)C2)cn1,
6675,O=C(NC1CC1)[C@H]1C[C@H]2OCC[C@H]2N(Cc2cccnc2)C1,
6676,CCCc1nc(C(=O)N2CCN(S(=O)(=O)CC)CC2)cs1,
6677,CCN(CC)C(=O)[C@@H]1C[C@@H](NC(=O)c2ccoc2)CN1C,
6678,Oc1ccc(-c2c(-c3ccccc3)ncn2C2CCNC2)cc1,
6679,Cc1cc(C)n(CC2CCCN2CC(=O)Nc2cc(C(C)C)no2)n1,
6680,CCCn1cc(Cl)c(C(=O)N2C[C@@H](O)[C@H](NC(C)=O)C2)n1,
6681,CC(C)n1nnc(CC(=O)NCC2(c3cccc(F)c3)CCCC2)n1,
6682,O=C(NCC(=O)N1CCCCC1)c1ccoc1,
6683,Cc1noc(C(C)N2CCN(Cc3noc(C4CC4)n3)CC2)n1,
6684,O=C(c1cccc(C2CCNC2)c1)N1CCC(c2ncc[nH]2)CC1,
6685,O=C(CC1CCCCC1)N1CCN(C(=O)NCc2ccccn2)CC1,
6686,Cc1cc(-c2cnn(C)c2)ccc1OCC(N)=O,
6687,CCN(CC)C(=O)CNC(=O)c1c[nH]c2ccc(OC)cc12,
6688,CSc1nc(N)c2c(n1)N=C1COC(=O)C1C2c1cccc(O)c1,
6689,Cc1cccc(CNC(Cc2ccsc2)c2nccs2)n1,
6690,CCn1cnnc1CNC(=O)N(C)C(C)c1cccs1,
6691,Cc1ccc(OCC(=O)NS(=O)(=O)c2cccnc2)cc1C,
6692,Cc1cc(C)nc(N2CC[C@H](O)[C@@H](Oc3ccccc3F)CC2)n1,
6693,O=C(NCCOCCO)c1cnc(-c2ccccc2)nc1O,
6694,CCCS(=O)(=O)c1ccc(N2CCN(Cc3ccccc3)CC2)nn1,
6695,CNc1cc(C2CN(Cc3scnc3C)CCO2)nc(C)n1,
6696,CN(CCc1ccccc1)Cc1cc(C(=O)N2CCN(C)C(=O)C2)no1,
6697,Cc1c(C(=O)NC2(C#N)CCCC2)nnn1-c1ccccc1Cl,
6698,O=C(CCn1ccc2ccccc21)N1CCC(Nc2cccnc2)CC1,
6699,O=C(Cc1ccccc1)NC[C@H]1Cn2ccnc2CO1,
6700,C[S+]([O-])CCCNCc1cc(F)ccc1Br,
6701,N#Cc1ncn(CCC(=O)Nc2c(Cl)cccc2Cl)n1,
6702,CC(C)C1CN(C(=O)Nc2cnn(CC(F)F)c2)CCS1,
6703,CC(=O)N1Cc2nccn2CC(CNC(=O)c2cccnc2)C1,
6704,COc1ccc(OCc2nc(C(=O)N3CC[C@H](O)[C@@H](O)C3)co2)cc1,
6705,c1ccc(CN2Cc3nccn3CC(Cn3cncn3)C2)nc1,
6706,NS(=O)(=O)c1ccc(F)c(C(=O)NCCSC2CCCCC2)c1,
6707,O=S(=O)(c1cccs1)N1CC[C@H]2[C@H]1CCN2c1ncccn1,
6708,CN(CC(=O)NC1CC1)S(=O)(=O)c1ccc(F)cc1Cl,
6709,NC(=O)c1ccc(CN2CCCC(N3CCCC3)C2)cc1,
6710,Cc1cnn(CC2CCCCN2C(=O)c2n[nH]c3ccccc23)c1,
6711,Cc1nc(C)n(CC2CCCN(Cc3cccc(C(N)=O)c3)C2)n1,
6712,CCCNC(=O)c1ccc(NC(=O)NC(C)c2ccccn2)cc1,
6713,Cc1ccc(-c2nnc(CN3CCc4nn(C)c(=O)cc4C3)o2)cc1,
6714,COCC1COCCC12CCN(S(=O)(=O)c1cccnc1)CC2,
6715,CS(=O)(=O)NC1CCCN(C(=O)Nc2ccccc2Cn2cccn2)C1,
6716,O=c1ccc2c([nH]1)CCN(S(=O)(=O)c1ccc3c(c1)OCCO3)C2,
6717,CC(C)c1nc(C(=O)N2CCCC(N)CC2)cs1,
6718,CNC(=O)c1sc2ccccc2c1CC1CCCCN1Cc1ncc[nH]1,
6719,CN(C)C(=O)CO[C@@H]1CN(Cc2ccccc2)[C@@H]2CCCO[C@H]12,
6720,Cc1n[nH]c(=O)c(C(=O)N2CCN(CCc3cccs3)CC2)c1C,
6721,O=C(CN1CCCC(c2ncc[nH]2)C1)NCC(F)(F)F,
6722,Cc1csc2c(N3CCC(Cn4cc(C(C)(C)O)nn4)CC3)ncnc12,
6723,COCCN(Cc1nccs1)C(=O)c1cc(-c2ccc(C)o2)n[nH]1,
6724,CCc1ccc(C(=O)N2CCCC3(CCCC(=O)N3C)C2)cc1,
6725,Cn1nccc1C(=O)N1C[C@H]2[C@@H](Oc3cccc(F)c3)CC[C@H]2C1,
6726,Cc1ccccc1CC1(CO)CCCN(c2ncccc2C#N)C1,
6727,Cn1cc(CN2CC[C@H]3C[C@@H](c4nc(C5CC5)cs4)O[C@@H]3C2)cn1,
6728,Fc1cccc(CN2CCOCC3(CCN(C4CCOCC4)C3)C2)c1,
6729,Cc1ccc(S(=O)(=O)NC2CC2)cc1C,
6730,CC(C)c1noc(CCNC(=O)N2CCC(O)(C(F)(F)F)C2)n1,
6731,CCCNC(=O)CNc1ccc2c(c1)N(C(=O)OC(C)(C)C)CCC2,
6732,CC(C)C(=O)NCC(=O)NCC1CCN(c2cnn(C)c(=O)c2)CC1,
6733,COc1cc(NC2CCCN(c3ncccc3C#N)C2)cc(OC)c1,
6734,COC[C@]1(O)CCN(C(=O)c2ccc(CN(C)C)o2)CC1(C)C,
6735,CCN1CCN(c2ccc(C(=O)NC(C)c3ccncc3)cc2)CC1,
6736,N#Cc1ccc(CN2CCCC2Cn2cccn2)c(F)c1,
6737,Cc1ccc(S(=O)(=O)Nc2ccc(=O)n(C)c2)cc1,
6738,O=C(NCCOc1ccccc1)c1ccc2c(c1)C(=O)NC2=O,
6739,CCN1CCN(C(=O)COc2ccc(CN(C)S(C)(=O)=O)cc2)CC1,
6740,CC(CN1CCOC1=O)NC(=O)c1cccc2cc[nH]c12,
6741,CCn1c(CN2CCN(CCO)CC2)nc2c(F)cccc21,
6742,Cc1ccc(CN2C[C@@H]3[C@@H](C(=O)NCC(C)C)CCS(=O)(=O)[C@@H]3C2)cc1,
6743,O=C(Cn1cc(-n2cccc2)cn1)NCC(F)(F)F,
6744,Cc1ccc(N2N=C(C(=O)O)S(=O)(=O)c3cccnc32)cc1,
6745,CCCc1noc(CNc2cc(C[S+](C)[O-])ccc2Cl)n1,
6746,CC(CC(=O)c1ccco1)NC(=O)c1ccccn1,
6747,CC(NC(=O)NCCC(=O)OC(C)(C)C)c1nncn1C,
6748,CC(C)(C)c1cc(NC(=O)C2COCCO2)n(-c2ccccn2)n1,
6749,COc1ccc(CNC2CCc3ncnn3C2)cc1OCC1CC1,
6750,Cc1nnc(NC(=O)C2CSCN2C(=O)C2CCCC2)s1,
6751,CC(C)c1nccn1-c1nccnc1C1CCCN1Cc1cccnc1,
6752,O=C(c1ccc2c(c1)CCC2)N1CC[C@H](O)[C@]2(CCCO2)C1,
6753,Cc1ccccc1-c1noc(-c2ccc(NCC3COCCO3)nc2)n1,
6754,O=C(c1ccco1)N1C[C@H]2CCCN(Cc3nccs3)[C@H]2C1,
6755,CCN(CC)C(=O)c1nc2c(s1)CCN(C(=O)CCC(=O)OC)CC2,
6756,COc1ccc(Cc2c(O)nc(SC)n(-c3ccccc3)c2=O)cc1,
6757,CC1CN(C)CCN1C(=O)c1cnn(-c2cccc(Cl)c2)c1,
6758,C[C@@H]1CN(Cc2nc(C(N)=O)no2)CC[C@@]1(O)C1CC1,
6759,CSCCCNC(=O)Nc1cccc(-c2nccn2C)c1,
6760,O=C(Nc1nc(-c2ccccc2)ns1)N1CCN(C(=O)C2CC2)CC1,
6761,CCOc1cccc(CSC(C)c2nc(C)no2)n1,
6762,CC(NC(=O)NCCCn1ccnc1)c1nncn1C,
6763,CC(=O)N1CC(Cc2nccc3ccn(C)c23)C1,
6764,O=C(NCc1cnn2cccnc12)c1cccc(CC2CCNCC2)c1,
6765,CC(c1nc(C2CC2)no1)N1CCC(NS(=O)(=O)c2cccs2)CC1,
6766,CN(C(=O)c1cc(Cl)c[nH]1)C1CCN(c2ccccn2)CC1,
6767,Cn1ccnc1CN1CCC2(CC1)COCCN(c1ncccn1)C2,
6768,COc1cc2c(cc1CNCc1ccnc(-n3cccn3)c1)OC(C)C2,
6769,O=C(Cn1nc2c(cc1=O)CCCC2)NC(Cc1ccccc1)C(=O)O,
6770,O=C(NCCN1CCOCC1)c1cc(Cl)c2c(c1)OCCCO2,
6771,CC(C)NC(=O)Nc1ccc(CS(=O)(=O)C(C)(C)C)cc1,
6772,CN(Cc1ccccc1F)C(=O)CS(=O)(=O)Cc1ccc(Cl)c(Cl)c1,
6773,Cn1ccnc1CN1CCCC(CO)(CCc2ccccc2)C1,
6774,CCn1cc(S(=O)(=O)N(CCc2ccccc2)Cc2ccn(C)n2)cn1,
6775,c1cncc(C2COC3(CCN(CC4CC4)CC3)C2)c1,
6776,COc1ccc2cccc(CC(=O)NCc3nccc(N)n3)c2c1,
6777,CCOCCCC(=O)N(C)C(c1cccc(F)c1)c1ccccn1,
6778,Cc1cncc(C(=O)N[C@@H]2CC[C@@H](N3CCOCC3)[C@@H]2O)c1,
6779,Cc1nc(C)n(C2CCCN(C(=O)c3csnn3)C2)n1,
6780,Cc1nn(C(C)C)cc1S(=O)(=O)N(C)Cc1nonc1C,
6781,O=C(NCc1cc[nH]n1)NCC(O)COc1cccc(F)c1,
6782,COC(=O)N1CCCCC1C(=O)N(C)Cc1cc(-c2cccnc2)no1,
6783,Cc1cnn(CC2CN(CC(=O)N(C)Cc3ccsc3)CCO2)c1,
6784,CC[C@@H]1N(Cc2nccs2)CCC[C@]12CCC(=O)N2CCOC,
6785,O=C(NCC1CCN(C(=O)c2ccoc2)CC1)c1ccccc1Br,
6786,CC1(Cc2ccc(Cl)cc2)Cc2cc(CCC(=O)O)ccc2O1,
6787,COc1cc2[nH]c(=O)c(CN3CCC[C@@H]3C(N)=O)cc2c(OC)c1OC,
6788,CCc1cc(N2CCC(n3cc(C(=O)NC4CC4)nn3)CC2)ncn1,
6789,CC(C)c1nc(C2CCCN2C(=O)CN(C)Cc2ccccc2)no1,
6790,Cc1cccc(N2CCN(CCCNC(=O)c3nccn3C)CC2)c1,
6791,COc1cccc([C@@H]2CCN(Cc3[nH]nc(C)c3Cl)C[C@H]2O)c1,
6792,Cc1cccc(CN2C(=O)CC[C@@H]3[C@H]2CCN3C(=O)c2ccsc2)n1,
6793,N#Cc1cccnc1OC1CCN(C(=O)c2cc(C3CC3)on2)CC1,
6794,CN(C)C[C@@H]1C[C@@H]2CN(Cc3nccn3C)CC[C@@H]2N1CC1CC1,
6795,Cn1cccc1C(=O)N1CCn2cc(CN3CCCC3)nc2C1,
6796,Cc1nccn1CCC1CCCCN1C(=O)c1ccc(N(C)C)cc1,
6797,CC(C)N(C)C(=O)C1CCC(=O)N(CCc2cccc(F)c2)C1,
6798,Cc1oc(-c2ccc(F)cc2F)nc1CN1C[C@H](C)O[C@H](C)C1,
6799,Cc1ccc(F)c2c1CCCN2C(=O)Cc1c(C)nn(C)c1C,
6800,NC(=O)CC1CCCCN1C(=O)c1cccc(C(F)(F)F)c1,
6801,CC(=O)c1ccc(OCC(=O)NS(=O)(=O)c2ccc(Cl)s2)cc1,
6802,CCCc1ncc(C(=O)N2CCOc3ncccc32)s1,
6803,C[C@H]1C[C@H]2CN(S(=O)(=O)c3ccc(F)cc3)CC[C@@H]2O1,
6804,COc1ccc(-c2noc(Cn3cnc(C)c3)n2)c(OC)c1OC,
6805,O=C(O)c1cccc(CN2CCCC(Cc3ccn[nH]3)C2)c1,
6806,CN1CCN(C2CCN(Cc3ccc(Cl)s3)CC2)C1=O,
6807,Cc1n[nH]cc1CNCC(c1cccc(F)c1)N(C)C,
6808,COC(=O)CC(NC(=O)c1cc(OC)c2c(c1)OCCO2)c1cccs1,
6809,CC(Nc1cnn(C)c(=O)c1Cl)c1ccc(F)c(F)c1,
6810,CCc1cc(C(=O)N2CCCn3nc(CCC(=O)O)cc3C2)cs1,
6811,Cc1c(CN2C[C@@H](O)[C@H](Oc3cccc(F)c3)C2)cnn1C,
6812,CCc1cc(-c2cc[nH]n2)nc(N2CCCC2)n1,
6813,Fc1ccc(-c2c[nH]c([C@@H]3COCCN3)n2)cc1,
6814,Clc1cccc(N2CCC(NCc3ncc[nH]3)C2)c1,
6815,COc1cc(CN(C)CCc2ccncc2)c(SC)cc1OC,
6816,COCc1cc(NCC(F)(F)F)n2nccc2n1,
6817,CS(=O)(=O)c1cccc(C(=O)NCc2nc3cc(F)ccc3[nH]2)c1,
6818,CN(Cc1ccccc1)CC(C)(C)NC(=O)c1ccc(C(N)=O)cn1,
6819,COc1ccc(CN(C(=O)C2CCCOC2)c2ccncc2)cc1,
6820,Cn1ccnc1CN(CCCO)CC(F)(F)F,
6821,Cc1cnn(CCNC(C)c2nnc(-c3ccccc3)o2)c1,
6822,CC(C)c1cc(CN2CCC(N)CC2)on1,
6823,CC1CCCN(c2ccccc2OCC(=O)N2CCOCC2)C1,
6824,CC(C)CN1CCC2(C=C(C(=O)N(C)C)c3ccccc32)CC1,
6825,COCCOCC(=O)N1C[C@H]2[C@@H](Oc3ccccc3Cl)CC[C@H]2C1,
6826,O=C(CCc1cncc(F)c1)NS(=O)(=O)c1ccc(F)cc1F,
6827,CCOc1ccc(S(=O)(=O)NCCCc2ccc(N(C)C)cc2)cc1C,
6828,CCCN(CCc1ccccn1)C(=O)Cn1cc(C)cn1,
6829,CCC(=O)NC1CCCN(C(=O)c2ccc(OCC3CC3)nc2)C1,
6830,COc1cc(CN2CCCC2)ccc1Oc1ccc2c(c1)CC(CN)O2,
6831,CCc1ccc(NC(=O)N2C[C@@H]3C[C@H](C(=O)NC)[C@H](C2)O3)cc1,
6832,Cc1cnn(CC2CN(Cc3cccc(OC(C)C)c3)CCO2)c1,
6833,CS(=O)(=O)N[C@@H]1CCN(Cc2cccnc2)[C@H]1Cc1cccnc1,
6834,COCc1noc(CN2CC(=O)N(C)c3ccccc3C2=O)n1,
6835,CCn1cc(NC(=O)c2cccc(OCC(F)(F)F)n2)cn1,
6836,Cc1cnn(CC(=O)N2CCC3(CCC(=O)N(C4CCCC4)C3)CC2)c1,
6837,Cc1nnc([C@@H]2C[C@H]3CN(C(=O)c4sccc4C)C[C@H]3O2)[nH]1,
6838,COCC(=O)N1CCC(c2cc(N(C)C)cc(C)n2)CC1,
6839,Cc1cccc(CNC(=O)C2CCC(=O)N(Cc3ccccc3F)C2)n1,
6840,Cc1cccc(CN2CCOC3(COCCN(CCN(C)C)C3)C2)n1,
6841,Cc1c[nH]nc1C1CCN(C(=O)C2CCOCC2)C1,
6842,Cc1cccc(-c2nnn3c2COC(CNS(=O)(=O)C2CC2)C3)c1,
6843,CC1(C)CC(C(=O)N2CCC3(CCC(=O)N(C4CC4)C3)CC2)CCO1,
6844,COCCN1CCOCC2(C1)CN(C(=O)c1conc1C)CCO2,
6845,O=C(CCCc1nc2ccccc2[nH]1)N1CCCC(n2cccn2)C1,
6846,COc1cccc(OCC2CCCN(C3CCN(C(C)=O)CC3)C2)c1,
6847,FC(F)(F)c1ccc2nc([C@H]3CCN(C4CCOCC4)C3)[nH]c2c1,
6848,Cc1cc(C2CCCN2Cc2ccn(C)c(=O)c2)no1,
6849,Cc1nc(NC2(CN3CCCCC3)CCCCC2)c2cnn(C)c2n1,
6850,COC(=O)[C@H]1C[C@@H](O)CCN1S(=O)(=O)c1cc(C)c(Cl)cc1C,
6851,Cc1nc(CNCC(C)c2nc3ccccc3o2)cs1,
6852,NC(=O)NC(=O)CCN1CCC(C(=O)c2cc(F)ccc2F)CC1,
6853,CCc1ccc2nc(-c3cnn(C)c3)cc(C(=O)N3CCOCC3)c2c1,
6854,CC(C)NC(=O)C1CN(C(=O)Cc2ccccc2)CC12CCOCC2,
6855,CN1C(=O)CO[C@H](c2ccc(NC(=O)c3cccnc3)cc2)[C@H]1CO,
6856,O=S(=O)(Nc1ccc(N2CCOCC2)cn1)c1ccc(F)cc1,
6857,CCOCC(=O)NC1(c2cccc(Br)c2)CC1,
6858,Cc1cccc(CN2CCCC3(Cc4ccccc4CNC3=O)C2)n1,
6859,Cc1ccc(Nc2nccc(C3CCN(C(=O)CO)C3)n2)nc1,
6860,Nc1cc2c(nn1)CCN(C(=O)CCCC1CCCCC1)C2,
6861,Cc1n[nH]c2c1C(c1ccc3c(c1)OCO3)SCC(=O)N2,
6862,CC1(C)CNC(=O)c2nc(CCN3CCC(O)CC3)[nH]c2C1,
6863,CC(C)NC(=O)CC(C)NCc1ccc(F)cc1Cl,
6864,CCN1CCCCC1C(=O)Nc1cccc(-c2nnc[nH]2)c1,
6865,COc1ccc(OCc2noc(CN(C)C3CCS(=O)(=O)C3)n2)cc1,
6866,CC(C)Sc1ncccc1C(=O)NCc1cccc(N(C)C)c1,
6867,CN(CCCOc1ccccc1Cl)C(=O)CN1CCNC1=O,
6868,O=C(Nc1nncs1)N1CCCN(C2CCCC2)CC1,
6869,COC1CCCOC12CCN(C(=O)c1ccc3[nH]nnc3c1)CC2,
6870,CCOCCN1CCN(CCc2ccc3c(c2)CCO3)CC1,
6871,O=C(COC1CCCC1)N1CC[C@H]2OCC[C@@]2(COCC2CC2)C1,
6872,COc1ccc(C(=O)NC2CC2)c(OC2CCN(CCCSC)CC2)c1,
6873,c1cncc(-c2nnn3c2COCC(CNCC2CCOCC2)C3)c1,
6874,CN(CC(=O)Nc1cccnc1)CC1CCCN1c1cccnn1,
6875,CCN(Cc1cccc2c1OCO2)C(=O)Nc1ccncc1,
6876,CCn1cncc1Cn1ncc2ccccc2c1=O,
6877,CN1CCC(NC(=O)c2cc(Cl)cc(Br)c2O)C1=O,
6878,CN(C)C(=O)CO[C@H]1CO[C@@]2(CCN(S(C)(=O)=O)C2)C1,
6879,CCCN(CCC)S(=O)(=O)N(C)Cc1ccncc1,
6880,CNC(=O)C1(c2cnccn2)CCCN1C(=O)c1ccccc1C,
6881,O=C(c1ccc2c(c1)CCCC2)N1CCCC(n2cncn2)C1,
6882,CCN(CC1CN(Cc2nc(C3CC3)no2)CCO1)c1cccnn1,
6883,COC(=O)c1ccc(N2CCN(C(=O)c3cnn(C)c3)C(C)C2)cc1,
6884,c1cnnc(N2CCC(c3nnc(Cn4ccnc4)n3C3CC3)CC2)c1,
6885,CC(Nc1ccc(Oc2cccc(C#N)c2)cc1)C(=O)NC1CC1,
6886,O=C([C@H]1C[C@H]2OCC[C@H]2N(Cc2ccccn2)C1)N1CCCCO1,
6887,Cc1cccnc1[C@H](C)NC(=O)Cc1cc2c(cc1Cl)OCCO2,
6888,CN(C)Cc1ccnc(C2CCCN2Cc2ccc3ncccc3c2)n1,
6889,Cc1noc([C@H]2CC[C@@H]3[C@@H](CCN3c3ncccn3)O2)n1,
6890,CCc1nn(C)c(Cl)c1CN1CCN(c2ccc(Cl)nn2)CC1,
6891,CSc1ncccc1C(=O)N1CCCC1c1ccc(C(=O)N(C)C)s1,
6892,CCn1cc(NC(=O)NCc2ccc(CN3CCOCC3)cc2)cn1,
6893,CC(C)N1CC[C@H](c2nc3ccc(C(F)(F)F)cc3[nH]2)C1,
6894,Cc1cccc(-c2ccc3nc(C4CCN(CC5CC5)CC4)nn3c2)c1,
6895,COCCC1CN(c2nc(-c3ccccc3)nc3c2CCNC3)CCO1,
6896,CN(C)CCN1CC(C(=O)N(C)Cc2cc3cc(F)ccc3[nH]2)CC1=O,
6897,COc1ccc2cc(C3CN(C(=O)C4CCOCC4)CCO3)ccc2c1,
6898,COCC1c2c(cnn2C)CCN1Cc1ccco1,
6899,Cc1cc(-c2cnc(NCc3ccncc3)nc2C(C)C)on1,
6900,Cc1nc(CO[C@H]2CN(Cc3ccccn3)[C@@H]3CCCO[C@H]23)cs1,
6901,CC(O)CN1CCC(CN(C)Cc2cccc(C#N)c2)CC1,
6902,COCCN1CCN(CCS(C)(=O)=O)CC1C,
6903,CNC(=O)Cc1noc(-c2cc3c(s2)CCCC3)n1,
6904,CCO[C@@H]1CC[C@H]2[C@H]1OCCN2CC1CCC1,
6905,COCCN1CCC2(CC1)CC(c1ccccc1)C(=O)N2C,
6906,O=C(Cn1cccc1)NCC1CCN(Cc2cc3ccccc3[nH]2)C1,
6907,CCN(C(c1cccnc1)c1cc(C)cc(C)c1)S(C)(=O)=O,
6908,Cc1cccc(CN2CCCC2c2cccc(Nc3nccs3)n2)c1,
6909,CN1C(=O)CC(C(=O)O)C12CCN(Cc1cc(Cl)ccc1F)CC2,
6910,Cc1nc(NCc2scnc2-c2ccccc2)cc(C2CCNCC2)n1,
6911,Cc1cc(NC(=O)CN2CCCC2c2noc(C3CC3)n2)n(C)n1,
6912,O=C(NC1CCc2nccn2C1)c1ccc(NC2CC2)nc1,
6913,COCCS(=O)(=O)NC(C)c1cccc(-n2cccn2)c1,
6914,CN(C)S(=O)(=O)NCc1cccnc1Oc1ccccc1,
6915,COCCN1CCCC12CCCN(c1nncs1)C2,
6916,CCNC(=O)c1ccnc(NCC2COc3cc(OC)ccc3C2)c1,
6917,COCC1COCCC12CCN(C(=O)COc1ccccc1C)CC2,
6918,O=C([C@H]1CCS(=O)(=O)[C@@H]2CN(Cc3ccc(F)cc3)C[C@H]12)N1CCCC1,
6919,Cn1ncc(NCc2cccc(F)c2)c(Cl)c1=O,
6920,Cc1cnn(CC2CCCN2C(=O)CCc2c(C)nn(C)c2C)c1,
6921,CS(=O)(=O)c1cc(Cl)cnc1C1CCN(C(=O)C2CCCO2)CC1,
6922,COc1ccccc1CC1CCCN(C(=O)c2cn[nH]c2C)C1,
6923,CC(C)[C@H]1CN(CC2CCC2)C[C@@H]1NC(=O)c1ccc(=O)[nH]c1,
6924,Cc1cnn(C2CCCN(C(=O)c3ccc(N4CCCC4)nc3)C2)c1,
6925,C[C@@H]1CN(C(=O)C2CCS(=O)(=O)CC2)C[C@]1(C)O,
6926,Cc1nc(C)c(CC(=O)Nc2ncc(C)s2)c(=O)[nH]1,
6927,Cn1ccc2ccc(C(=O)NC3CCOC(C)(C)C3)cc21,
6928,COc1ccc(CN2C[C@@H](N(C)Cc3ccco3)[C@H]3OCCC[C@H]32)cc1,
6929,Cc1ccc(C(CNC(=O)NCc2ccccn2)N2CCOCC2)o1,
6930,c1ccc(N2CCCC(c3nc(-c4cccnn4)no3)C2)nc1,
6931,Cc1noc(CN2CCN(CCO)CC2)n1,
6932,CN(C)C(C(=O)N1CCCN(C(=O)C2CCC2)CC1)c1ccccc1F,
6933,COCC(=O)N1CCCC(COc2ccccc2C)C1,
6934,CC(Cn1cccn1)NCc1csc(Cc2ccccc2)n1,
6935,CN(Cc1ccncc1)CC(c1cccs1)N1CCOCC1,
6936,CN1CCOC(CNC(=O)C2(c3ccccc3)CCC2)C1,
6937,CS(=O)(=O)N1CCC(NC(=O)COc2ccccc2Cl)CC1,
6938,Cc1nc(CN2CCCC3(CCN(c4cnn(C)c4)C3=O)C2)cs1,
6939,Cn1ccnc1CC1CCCN(C(=O)Nc2cccn(C)c2=O)C1,
6940,COCc1ncn2c1CN(S(=O)(=O)c1ccc(C)cc1)CC2,
6941,CC(=O)c1cn(CC(=O)N2CCC3(CC2)OCCO3)c2ccccc12,
6942,CC(C)N1CCCCC1c1cncc(Cl)n1,
6943,COc1ccc(CN2CCOC3(CCCN(c4nnc(C)o4)C3)C2)cc1,
6944,Cn1ccnc1CN1C[C@H](CO)[C@H](CN2CCCCC2)C1,
6945,CC1(C)CN(C(=O)c2ccccc2-n2cncn2)CC1(C)O,
6946,CCS(=O)(=O)N1Cc2cncn2CC(C(=O)NCC2CC2)C1,
6947,Cc1occc1CNC(=O)C1CCCN1C(=O)C1CC1,
