,Smiles,Hit
26026,Cc1nc(C)n(CC2CCCCN2Cc2nc(-c3ccoc3)no2)n1,
26027,Cc1nc(C)n(C2CCCN(C(=O)CCOCC(C)C)C2)n1,
26028,Cc1ccoc1C(=O)NCC(c1ccccc1Cl)N1CCOCC1,
26029,CCC(c1ccc(F)cc1F)N1CCN(CCO)CC1,
26030,O=S(=O)(c1cccs1)N1CCCCC1c1ccn[nH]1,
26031,COc1ccc(CN2CCO[C@H]3CN(C(=O)C4CC4)CC[C@H]3C2=O)cc1,
26032,N#Cc1cccc(CN2C[C@H]3CN(c4ncccn4)C[C@H]3C2)c1,
26033,COCC(=O)N1CCCC(c2cccc(-n3ccnc3)n2)C1,
26034,CCc1nc(CN(C)C2CCN(CC(F)(F)F)C2)no1,
26035,CCC(C)(CC)NC(=O)COc1nn(C)c2nc(C)cc(C)c12,
26036,COc1cc(CNc2cnn(C)c2)cc2c1OCCO2,
26037,CC(C(=O)N1CCOCC1)n1nc(-c2cccs2)cc(N)c1=O,
26038,CC(=O)N1CCN(C(=O)NC(C)Cn2ccnc2)CC1,
26039,CC(C)CC(NC(=O)c1ccc[nH]1)C(=O)N1CCC(CO)CC1,
26040,c1nc(N2CCCCC2Cn2cncn2)c2ccsc2n1,
26041,CCn1ncc2c1CCCC2NCc1ccc(OC)c(C)c1,
26042,CCc1noc(CN(CCc2ccccc2)C2CCN(C)CC2)n1,
26043,NC(=O)CN(Cc1ncc(-c2ccc(Cl)cc2)o1)C1CCCC1,
26044,COc1ccc(N2CCC(NC(=O)c3sccc3C)CC2)cc1,
26045,Cc1ccc(-c2ccc(Cl)nn2)cc1S(N)(=O)=O,
26046,CCN1CCN2CCCN(S(=O)(=O)c3ccc(C)cc3C)C2C1=O,
26047,O=S(=O)(c1ccccc1Cl)N1CCC2(CC1)OCCS2,
26048,O=C1CCCN1Cc1ncn2c1CN(C(=O)Cc1ccccc1)CCC2,
26049,O=C(O)C1(Oc2cccc(F)c2)CCN(c2ccncc2)CC1,
26050,CC(C)CS(=O)(=O)CC(=O)NC(C)c1nnc2n1CCC2,
26051,c1cncc(-c2noc(CN3CCCC(Cn4cncn4)C3)n2)c1,
26052,N#Cc1cccc(CN2CC[C@@H]3[C@@H]2CC(=O)N3Cc2cccnc2)c1,
26053,CCCSc1ncc(CN(C)CCN2CCCCC2)cn1,
26054,CCC(NC(=O)c1cc(CC(C)C)nn1C)c1cc(C)ccn1,
26055,CNC(=O)[C@@H]1C[C@@H](NC(=O)CSc2ccccc2)CN1C1CCOCC1,
26056,COCc1nn(C(C)C)c2c1CCN(Cc1ccc(C)o1)C2,
26057,CN(Cc1ccccc1)CC1CC2(CO1)CN(Cc1cnn(C)c1)C2,
26058,O=C(NCc1ccc(OCC2CC2)nc1)C1COc2ccccc2O1,
26059,Cc1ccc(N2CCC3(CC2)CNC(=O)CO3)nn1,
26060,Cc1ccc2cccc(S(=O)(=O)N(C)CC3CCN(C)C3)c2n1,
26061,CC(=O)N1CC[C@H]2NC(=O)N(Cc3ccccc3)C(=O)[C@H]21,
26062,CN(Cc1ccccc1)C(=O)c1cc2c(c(S(N)(=O)=O)c1)CCC2,
26063,O=C1CCSCC(C(=O)N2CCN(C3CCCCC3)CC2)N1,
26064,O=C(CSC1CCc2ccccc2NC1=O)NCc1cccs1,
26065,CN1CCOC2(CCCN(C(=O)C3CCCCC3)C2)C1,
26066,CN1CCC(NC(=O)c2cc(F)cc(Cl)c2O)C1=O,
26067,CC(=O)N1CCC(c2nccnc2C)CC1,
26068,CCC(=O)N1CCCCC1c1nc(O)c2c(n1)CN(S(=O)(=O)CC)CC2,
26069,O=C(CN1CCCCC1Cn1cncn1)NCCOc1ccccc1,
26070,CN(C)CC(=O)N1Cc2nnn(C)c2C(COCC2CC2)C1,
26071,CNC(=O)c1cccc(C2CNCCN2C(=O)c2cccc(F)c2)c1,
26072,CN(C)C1(C(=O)NC2CCC(Oc3ccccc3C#N)CC2)CCC1,
26073,Cc1noc(-c2ccc(N3CCC[C@H]3CO)nc2)n1,
26074,Cc1csc(C(C)(C)NCc2ncc(-c3ccccc3)o2)n1,
26075,CNC(=O)Cc1noc(Cc2cccc(Br)c2)n1,
26076,Cc1nc(CSc2ccc(C(F)(F)F)cn2)no1,
26077,O=C(NC1CCC1)[C@H]1CCS(=O)(=O)[C@@H]2CN(CCc3ccccc3)C[C@H]12,
26078,O=C(O)c1nc(SCc2ccccc2)ncc1Br,
26079,CCc1ccc(C(=O)NC2CCc3nc(C)cn3C2)o1,
26080,Cn1nccc1CCC(=O)N1CCCC(Cc2cccnc2)C1,
26081,O=C(c1cscn1)N1CCc2ncnc(-c3cccnc3)c2CC1,
26082,CN1CCCC(c2cccc(-c3ccccc3F)n2)C1,
26083,CCc1ncc(-c2cn(CCSc3ncn[nH]3)nn2)cn1,
26084,O=S(=O)(c1ccccc1)N1C[C@@H]2CCCCN(Cc3cccs3)[C@@H]2C1,
26085,CCc1ccc(CN2C[C@H](OCC(=O)N(C)C)[C@H]3COC[C@H]32)o1,
26086,Cn1ncc2c(=O)[nH]c(N3CCN(C(=O)c4ccsc4)CC3)nc21,
26087,COc1ccc(C(=O)NS(=O)(=O)c2cccc(C#N)c2)cc1,
26088,CN(C)CC1CSCCCN1S(=O)(=O)c1ccc(C(F)(F)F)cc1,
26089,CCN1C(=O)C[C@@H]2[C@@H]1CCN2S(=O)(=O)Cc1ccc(C)cc1,
26090,CC(C)CCN1CCN(C(=O)c2cccnc2-n2cncn2)CC1,
26091,Cc1ccc(NC(=O)N2CCCC(O)C2)c(Br)c1,
26092,O=C(CCc1nccs1)N1CCC(N2CCNC2=O)CC1,
26093,Cc1nn(C)c(N(C)C)c1CNC(C)COc1ccc(F)cc1,
26094,O=C(Nc1ccccc1C(=O)NCCCN1CCOCC1)c1ccco1,
26095,C[S+]([O-])c1ccc(NC(=O)Cc2cccnc2)cc1F,
26096,Cc1cnn(CC2CCCN2C(=O)c2cccc(F)c2F)c1,
26097,CCN(CC)S(=O)(=O)NCC(O)c1c(Cl)cccc1Cl,
26098,CCCN(C(=O)c1ccccn1)c1nc2c(s1)CCc1c-2cnn1C,
26099,CCS(=O)(=O)c1ccc(CNc2c(Cl)cccc2C#N)cc1,
26100,COc1cccc(CCNC(=O)c2ccc(=O)n(C)c2)c1,
26101,Cc1cc(NC(C)Cc2cccnc2)n2nccc2n1,
26102,Cc1ccccc1N1CCN(C2CCCN(C(=O)CCC(C)C)C2)CC1,
26103,Cc1ccnc(NC(=O)C2CCN(CCCn3ccnc3C)CC2)c1,
26104,COCC1c2c(cnn2C)CCN1C(=O)c1cc(C)on1,
26105,NCCO[C@H]1C[C@@H](O)C12CCN(C(=O)COc1cccc(Cl)c1)CC2,
26106,CNC(=O)CN1C(=O)CCC12CCCN(CCc1ccccc1)C2,
26107,COc1ccc(OC)c(C(O)CNC(=O)Nc2cc(C)nn2C)c1,
26108,COc1cccc(CN(C)Cc2nc3c(cnn3C)c(=O)[nH]2)c1OC,
26109,CCOC(=O)c1cnn(C2CCN(C(=O)CC3C=CCC3)CC2)c1N,
26110,CC(C)Cc1cc(CC2(NCc3ccccc3Cl)COC2)no1,
26111,CC/N=c1\nc(NCC)nc2n1C(O)(Nc1cccc(C)c1C)CS2,
26112,COc1cccc2c1OCC(NC(=O)NCCc1ccccn1)C2,
26113,COc1ncccc1CNCc1c(C(C)C)nn(C)c1N(C)C,
26114,CC(=O)c1nn(-c2cccc(Cl)c2)c(C)c1C(C)=O,
26115,O=C(c1ccccc1)N1CCC[C@]2(C[C@@H](OCc3ccccn3)CO2)C1,
26116,CC(C)c1cc(C(=O)N2CCCC(n3cncn3)C2)n[nH]1,
26117,Cc1cc(-c2nn(C)c(Cl)c2CN2CCOCC2CC(N)=O)no1,
26118,CCS(=O)(=O)NC[C@]12COC[C@H]1CN(Cc1ccncc1)C2,
26119,c1ccc2c3c([nH]c2c1)CN(Cc1cc2n(n1)CCNC2)CC3,
26120,CCN(CC)c1ncccc1CNCc1ccc(Cl)s1,
26121,Cc1nnsc1CN1CC[C@@](O)(C2CCC2)[C@H](C)C1,
26122,CCc1oc(C(=O)N[C@@H]2c3ccccc3C[C@@H]2O)cc1C,
26123,CN(C)C[C@H]1OC[C@@H]2CCN(C(=O)c3ccco3)C[C@H]12,
26124,CC(C)c1nnc2n1CC(CNc1cnc3ccccc3n1)CC2,
26125,COC(=O)CNC(=O)C1(NC(=O)c2ccc3[nH]ncc3c2)CCCC1,
26126,O=C(c1cccs1)N1C[C@@H]2OCCN(CC3CCCO3)[C@@H]2C1,
26127,Cc1nsc(C(=O)NCCc2ccc(S(N)(=O)=O)cc2)n1,
26128,Cn1ccc(C(=O)NC2CCC23CCN(C(=O)c2ccncc2)CC3)c1,
26129,NC(=O)C1CCCN1Cc1cccc(NC(=O)c2ccc(Cl)cc2F)c1,
26130,O=C(Cc1ccco1)N1CCC2(CCOCC2COCC2CC2)CC1,
26131,O=C(NCCO)c1coc(Cn2cnc3ccccc32)n1,
26132,O=C(NCC(F)(F)F)C1CSCN1S(=O)(=O)c1ccccc1F,
26133,CS(=O)(=O)NC[C@]12COC[C@H]1CN(C(=O)c1cnccn1)C2,
26134,Cc1nnc(N2C[C@@H]3CCCO[C@@H]3[C@H](N(C)C)C2)s1,
26135,O=c1[nH]ncc(NCCOc2ccc3c(c2)OCO3)c1Cl,
26136,O=C(O)c1cnc2c(cnn2C2CCCC2)c1,
26137,Cc1cccc(CN2CCN3C[C@H](Oc4cccnc4)C[C@H]3C2)n1,
26138,CCC(=O)N1CCN(C(=O)Nc2cccc(F)c2)[C@H]2CS(=O)(=O)C[C@H]21,
26139,N#Cc1cccnc1NCCNC(=O)N1CCSCC1,
26140,CSc1ncccc1C(=O)N(CCO)Cc1ccccc1,
26141,COc1c(CNCc2ccnc(N3CCCCC3)c2)c(C)nn1C,
26142,CC(C)C[C@H](NCc1cc(O)c2cccc(F)c2n1)C(N)=O,
26143,Cc1ccc(C(=O)N2CCC(O)(CN3CCc4ccccc4C3)C2)s1,
26144,O=C(CC1CCN(c2cccnn2)CC1)NC1CCOCC1,
26145,CC(O)CN1CCN(Cc2csc(-c3cnn(C)c3)n2)CC1,
26146,Cc1noc(C)c1CN(C)C(=O)Cn1c(=O)n(C)c2ccccc21,
26147,COc1cccc(CN(C(=O)NC2CC2)C2CCC(O)CC2)c1,
26148,O=C(c1ccoc1)N1CCC2(CC1)COC(COc1ccccn1)C2,
26149,CC(=O)NCc1nnn2c1CN(c1ncccn1)CCC2,
26150,Cc1cc(CN2C[C@@H]3COC[C@]3(COCc3csc(C)n3)C2)no1,
26151,CCOc1ccc(S(=O)(=O)NCCCc2ccc(N(C)C)cc2)cc1F,
26152,NC(=O)CN(C(=O)Cc1ccc(C(F)(F)F)cc1)C1CCCC1,
26153,COc1ccc2cc(C(=O)N3CCCC(n4ccnc4C)C3)[nH]c2c1,
26154,Cc1ncc2c(c1CNC(=O)C1(C)CC1)CCNC2,
26155,CCc1noc(C(C)N(C)CC(=O)Nc2cccc(C)c2C)n1,
26156,O=C(NC1CC1)N1CCn2c(Cn3cccn3)cnc2C1,
26157,Cc1cncc(NCC(O)c2ccco2)n1,
26158,CCOc1ccc(CNCc2ccc(C(=O)NC)cc2)cc1OCC,
26159,Cc1ccc(C)c(CSc2nnc(C(N)C(C)C)o2)c1,
26160,c1cnc(NCc2noc3c2CN(CCN2CCCC2)CC3)nc1,
26161,CC(=O)N1CCc2nc(C3CCN(c4ncccn4)C3)ncc2C1,
26162,COc1cccc(CNC(Cc2cccs2)c2nc(C)c(C)s2)c1OC,
26163,CC(C)[C@H]1CN(c2ccncc2)C[C@@H]1NC(=O)C1(C#N)CCOCC1,
26164,O=C(c1cnccn1)N1C[C@H]2OCC(=O)N(CC3CCCC3)[C@@H]2C1,
26165,NC(=O)c1cc(CC2CCCN(Cc3cnccn3)CC2)ncn1,
26166,Cc1nn(C)c(C)c1C1CCCN1CC(=O)Nc1ccc(Cl)cn1,
26167,CCCn1ccnc1SCC(=O)NC(Cc1ccccc1)C(C)=O,
26168,O=C(Cc1ccccn1)N1CCn2cc(Cn3cncn3)nc2C1,
26169,Cc1cc(NCCO)nc(N2CCCC2)c1C#N,
26170,Cn1cc(CNC(=O)C2CCCN(Cc3cccc(F)c3)C2)cn1,
26171,COc1ccc(CN2CCCn3cnc(COC(C)C)c3C2)cc1,
26172,Cc1nnsc1CN1C[C@@H]2CC[C@H]1CN(Cc1ccccn1)C2,
26173,CC(C)N(CCCNC(=O)C1CCCN(C(N)=O)C1)S(C)(=O)=O,
26174,O=C(NCC1CC1)Nc1cccc(N2CCN(CC3CC3)CC2)c1,
26175,NC(=O)CC1CCN(c2ncnc3cccc(F)c23)CC1,
26176,O=C(Cc1ccc2c(c1)OCCO2)NCc1ccc(-n2cncn2)nc1,
26177,Cc1nn(C)c2cnn(CC(=O)NCc3ccc(F)cc3)c12,
26178,CC1CN(C)c2ccccc2CN1C(=O)c1ccncc1F,
26179,Cc1ccc(N2C[C@H]3OCC[C@H]3[C@H](C(=O)NC3CCC3)C2)nn1,
26180,COc1ncccc1NC(=O)NCC(O)c1ccc(F)cc1F,
26181,CNS(=O)(=O)CCCn1nnc(-c2ccc(F)c(C)c2)n1,
26182,COc1ncccc1CN1CCN(c2noc(C(C)C)n2)CC1,
26183,CCc1ncc2c(n1)CN(CC(O)COc1ccc(C#N)cc1)CC2,
26184,CCn1c(N)nc2cc(C(=O)N3CCN(c4ccncc4)CC3)cnc21,
26185,COCC1CN(C(=O)Nc2ccc(Cl)cc2Cl)CCO1,
26186,O=C(NCCCn1cccn1)C1CCC(=O)N(Cc2ccccc2F)C1,
26187,CC(C)n1cnc2c1C(C(=O)N1CCCC1)N(CC1CC1)CC2,
26188,CCOC(=O)C1CCCCN1Cc1c[nH]nc1-c1cc2ccccc2o1,
26189,O=C(c1nc(-c2ccc3cc[nH]c3c2)no1)N1CCCC1,
26190,O=C(CCc1ccccn1)N1CCCC1,
26191,Cn1cc(CN2CCC3(CC2)CC(=O)Nc2ccccc23)cn1,
26192,Cc1nn(C)c(Cl)c1CNCc1cccnc1N1CCN(C)CC1,
26193,Cc1cc(NC(=O)N2CCN(C)CC2C)n(CCC#N)n1,
26194,CC[C@@]1(O)CCN(C(=O)c2ccc(SC)cc2)C[C@H]1O,
26195,CC(C)c1nccn1-c1cccc(C2CCCN2S(=O)(=O)N(C)C)n1,
26196,O=C(CCN1CCSCC1c1ccccc1)N1CCOCC1,
26197,CSc1ccccc1C(=O)N1CCOC(CCN(C)C)C1,
26198,CC(C#N)(NC(=O)COc1ccccc1Br)C1CC1,
26199,NC(=O)N1CCCC(C(=O)NCCOc2ccc(F)cc2F)C1,
26200,CCN1CCCCC1C(=O)N1CCC(OCCOC)CC1,
26201,CC(C)(C)OC(=O)N1CCCN(c2nnc(Br)s2)CC1,
26202,Cc1cc(C)n(-c2ccc(N3CCCSCC3)nc2)n1,
26203,CCc1cc(N2CCC(NC(=O)CCC3CCCO3)CC2)ncn1,
26204,Cc1nc(CN2CCCN(c3nccs3)CC2)no1,
26205,N#Cc1ccc(N2CCN(c3cnccn3)CC2)c(C(F)(F)F)c1,
26206,CCCc1nnc2sc(CC3CN(Cc4ccccc4)CCO3)nn12,
26207,Cc1ccoc1CNCc1nnc2n1CCCC2C(F)(F)F,
26208,O=C(c1ccccn1)N1C[C@@H]2CC[C@H](C1)CN2C(=O)CCC(F)(F)F,
26209,CC(=O)NCCc1ccc(S(=O)(=O)Nc2ccc(C)cc2F)s1,
26210,CCc1nsc(NC2CCCn3nc(COC)nc32)n1,
26211,Clc1ccc(-c2nc(CN3CCCC3Cn3cncn3)co2)cc1,
26212,O=C(CCN1CCCO1)NC1CCCN(CC2CCCCC2)C1,
26213,Cc1ccccc1C(C(=O)NCCSC(C)C)N(C)C,
26214,Cn1cc(N2CC3(CCN(Cc4ccoc4)CC3)OCC2=O)cn1,
26215,CCOc1ccc(CN2CC[C@@](C)(O)[C@@H](Cc3ccccc3)C2)cn1,
26216,Cc1nc2c(c(N3CCC(CCn4cccn4)CC3)n1)CCNCC2,
26217,Cc1cccc(-c2ccc(C(=O)NCC3CCOC3)c(=O)[nH]2)c1,
26218,Cc1noc(C)c1CNCC1Cn2nncc2CO1,
26219,COCCCN(Cc1ccccc1Cl)C1CCS(=O)(=O)C1,
26220,CN(C)Cc1ccc(N2CCN(CCOCC(F)(F)F)CC2)nc1,
26221,CN(C)c1nccc(N2CCO[C@H]3CN(Cc4ccsc4)C[C@H]32)n1,
26222,CC(C)Oc1ncccc1CNC(=O)NC1CCOc2ccccc21,
26223,O=C(Cc1cccnc1)N1CCC(c2nnc(-c3ccccn3)o2)CC1,
26224,COc1cccc(-n2nnc(C(=O)N3CCOC(C)C3)c2C)c1,
26225,CCc1[nH]c2c(CNC(=O)C3CCC(=O)NC3)cc(C)cc2c1C,
26226,CN(C)S(=O)(=O)c1ccc(CN2CCC(C(N)=O)CC2)o1,
26227,O=C1CCCN1CCc1noc(-c2ccc(Cl)cc2)n1,
26228,O=C1CCCC2=Nc3nonc3NC(c3ccc(F)cc3F)C12,
26229,Cn1cc(-n2cc3nc(N4CCOCC4)[nH]cc-3c2=O)cn1,
26230,COc1ccccc1N1CCN(C(=O)COc2c(C)occc2=O)CC1,
26231,COCCOc1ncccc1C(=O)N1CCCCC1c1nccs1,
26232,O=C(NC1CC1)N1CC[C@H]2[C@H]1CCN2c1nncs1,
26233,C[C@@H]1CN(CCC(=O)NCc2ccccc2Cl)C[C@@]1(O)C1CC1,
26234,CCn1nc(CC(C)C)cc1C(=O)NCCCN1CCOCC1,
26235,CCc1cnc(NCC(c2cccnc2)N2CCOCC2)nc1,
26236,CC(=O)N1CCC(C(=O)c2cc(C)cnc2N)CC1,
26237,COc1ccc(CN2CCCC(Nc3cccc(F)c3)C2)cc1O,
26238,CC[C@@H]1N(CC2CC2)CCC[C@]12CCC(=O)N2,
26239,COCCNC(=O)NC1(c2nc(-c3ccncc3)no2)CCCCC1,
26240,Cc1n[nH]c(C2CN(Cc3nnc(C4CC4)n3C)CCO2)n1,
26241,CC(SCC(=O)NC(N)=O)c1ccc(Cl)cc1,
26242,O=S(=O)(C1CC1)N1CCC2(CC1)CN(Cc1nccs1)CCO2,
26243,Cc1n[nH]c(C)c1CNCC(O)c1cccc(Cl)c1,
26244,Cc1cnn(CC2CCCCN2Cc2nnc(C3CC3)n2C)c1,
26245,COCCCn1ccc(NCc2cnc(C(C)(C)C)s2)n1,
26246,c1cn(CCc2c[nH]cn2)c(-c2cc(CN3CCCC3)cs2)n1,
26247,CC(c1ccc(Cl)cc1)N1CCN(CCS(C)(=O)=O)CC1,
26248,Cc1cnn(CCC(=O)N2CCCN(c3cccnn3)CC2)c1,
26249,CC(C)(CO)Nc1ccc(-c2nc(-c3ccccc3F)no2)cn1,
26250,Cc1cnc(NC(=O)c2cccc(CN(C)Cc3ncccc3C)c2)s1,
26251,COc1ccc(C(=O)N2CCOc3ccncc32)cc1,
26252,Cc1ccc(NC(=O)Nc2c(O)c3ccccc3oc2=O)cc1,
26253,O=C(CCn1ccc2cc(Br)ccc21)/N=c1\[nH]nc(C2CCCO2)s1,
26254,CCc1nc(C2CCCN(c3nccc(N4CCCC4)n3)C2)no1,
26255,CC(NC(=O)Cc1cccs1)(C(N)=O)c1cccc(Cl)c1,
26256,Cc1ccc(CN2Cc3nccn3CC(Cn3cccn3)C2)s1,
26257,CN(C)Cc1noc2c1CN(C(=O)c1ccncc1)CC2,
26258,Cc1ccc(C(=O)N2C[C@@H]3COC[C@]3(COc3cccnc3)C2)cn1,
26259,CCS(=O)(=O)N1CC[C@H]2O[C@@H](c3nnc(C)o3)CC[C@H]21,
26260,C[C@]1(O)CN(Cc2ncc[nH]2)CC[C@@H]1Oc1cccc(F)c1,
26261,COC(C)c1noc(CN(C)c2ncc(Br)cn2)n1,
26262,CS(=O)(=O)N1CC(=O)N(CCCc2ccccc2)CC(O)C1,
26263,O=C(c1ccno1)N1CCOC[C@H](Oc2ccc(C(F)(F)F)cc2)C1,
26264,O=C(c1ccncc1)N1CCCn2c(CN3CCCC3)nnc2C1,
26265,Cc1ncoc1C(=O)N1CC[C@@]2(C[C@H](NS(C)(=O)=O)CCO2)C1,
26266,O=C(c1ccco1)N1CCOC2(COCCN(c3ncccn3)C2)C1,
26267,CN(C)C(=O)[C@H]1C[C@H]2CN(CCc3ccccc3)C[C@@H]1O2,
26268,CN1[C@@H](c2ccccc2)[C@@H](C(=O)NCC2CCOCC2)C[C@@]1(C)C(=O)O,
26269,COc1ccc(C)nc1NC(=O)CCc1c(C)nn(C)c1C,
26270,COc1ccc(C2CCCCCN2S(C)(=O)=O)cc1,
26271,CC(=O)Nc1ccc(C(=O)NCCCn2cccc2)cc1,
26272,COc1cc(Nc2c(C#N)c(=O)n(C)c(=O)n2C)cc(OC)c1,
26273,O=C1COC2(CCN(Cc3ccncc3)CC2)CN1,
26274,CNC(=O)C(C)(C)NC(=O)c1cc(COc2cccc(C(C)=O)c2)[nH]n1,
26275,NCCn1cc(C(=O)N2CCCCCC2c2ccco2)nn1,
26276,COC(=O)CC(NC(=O)c1ccccc1OC)c1cccs1,
26277,COc1ccc(NC2(C(=O)N3CCn4cncc4C3)CCCC2)cc1,
26278,COc1cc2c(cc1CN1CCc3sccc3C1C)OCO2,
26279,CCOC1CC2(CCN(c3cnccn3)CC2)c2ccccc21,
26280,CN(C)c1nccc(C2CCCN2S(=O)(=O)c2cn(C)cn2)n1,
26281,O=C(Nc1nccs1)NC1CCN(Cc2ccccc2)C1,
26282,CC(=O)N1CCC(Oc2ccc(C#N)cc2)CC1,
26283,Cc1cc(CNC2CCCN(Cc3noc(C4CC4)n3)C2)on1,
26284,CC(C(=O)Nc1ccc(Cl)cn1)N1CCc2nn(C)c(=O)cc2C1,
26285,CCc1nnsc1C(=O)N1CCCC(c2nc3ccccc3[nH]2)C1,
26286,Cc1cc(C(=O)N2CCCC3(COCCN(c4ncccn4)C3)C2)[nH]n1,
26287,CN(C)C(=O)c1ccc2ccc(N3CCN(CC4CC4)CC3)n2c1,
26288,CNc1[nH]nc(N)c1NC(=O)c1ccccc1,
26289,O=C(NC1CC(=O)N(Cc2cccc(F)c2)C1)c1ccncc1,
26290,CCc1nc2c(c(NCc3cc(-c4cccnc4)no3)n1)CCNCC2,
26291,Cc1nc(Nc2ccccn2)cc(N2CCN(S(C)(=O)=O)CC2)n1,
26292,CO[C@H]1COCCN(C(=O)c2ccc(F)cc2)C1,
26293,Cc1nc(C)n(CC2CCCCN2CCCO)n1,
26294,CCOc1ccc(Cl)c(C(=O)N2CCN(CC(C)(C)O)CC2)n1,
26295,Cc1cnc(N2CCOC(C(=O)NCc3ccccc3)C2)s1,
26296,O=C(NCCN1CCOCC1)N(CCCO)C1CCCc2ccccc21,
26297,COCc1cccc(NC(C(N)=O)c2ccc(Br)cc2)c1,
26298,CCc1ccc(NC(=O)c2cnc(N3CCCC3)nc2C)cc1,
26299,CN1CCN(CCOc2ccc(NC(=O)c3cnc[nH]3)cc2)CC1,
26300,CCn1ncc2c1CN(C(=O)c1cc(C)oc1C)CC2COC,
26301,Cc1ccccc1C(NC(=O)CNC(=O)c1ccoc1C)C(C)C,
26302,CC(Nc1c(F)cc(C#N)cc1F)c1cccc(S(N)(=O)=O)c1,
26303,CC(NS(C)(=O)=O)C(=O)N(C)Cc1csc(-c2ccccc2)n1,
26304,CC(C)(C)c1n[nH]c(C2CN(Cc3ncc[nH]3)CCO2)n1,
26305,CCOC(=O)c1sc2ccsc2c1CNC(=O)COC,
26306,Cn1ccc(C(=O)N2CCC3(CC2)CC(Nc2cnccn2)CO3)n1,
26307,CCOc1ccc(-c2ccnc(CC)n2)cc1C(=O)O,
26308,CCOCCNC(=O)c1cccnc1N1CCCC1c1ccccn1,
26309,CN(Cc1ccsc1)C(=O)C1CCC(=O)N(Cc2ccccn2)C1,
26310,O=C(c1ccnn1COc1ccc(Cl)cc1)N1CCCC1,
26311,CC1CN(Cc2cnn(C)c2)CCN1c1ccc2nncn2n1,
26312,O=C(NCCC(=O)N1CCCC1)c1cccnc1,
26313,COc1ccccc1CC(C)N(C)S(C)(=O)=O,
26314,CN1C(=O)CC(C(=O)O)C12CCN(Cc1ccc(Cl)cc1F)CC2,
26315,Cc1cc(C)cc(CN2CCN(Cc3cc(C#N)n(C)c3)CC2=O)c1,
26316,Cc1occc1C(=O)N1C[C@@H]2CCCO[C@@H]2[C@H](N(C)Cc2ccco2)C1,
26317,CC(C)(C)OC(=O)N1CCn2c(nnc2C2CCCNC2)C1,
26318,Cc1cn([C@H]2CCNC[C@]2(C)O)c(=O)[nH]c1=O,
26319,COCCOC1CCN(C(C(=O)O)c2ccc3c(c2)OCO3)CC1,
26320,O=S(=O)(C1CC1)N1CCOC2(CCCN(c3cccc(F)c3)C2)C1,
26321,CC(C)Nc1cccc(CC2CCN(C)C2)n1,
26322,Cc1n[nH]c2c1C(c1ccc3c(c1)OCO3)SCC(=O)N2,
26323,Cc1cc(N2CCC3(CC2)C(C(=O)O)CC(=O)N3C)nc2ccccc12,
26324,O[C@H]1CC[C@@H](Cc2cc(-c3ccc(F)cc3)on2)O[C@@H]1CNCC1CC1,
26325,COCc1noc(CCNC(=O)c2ccc(C3CCCO3)s2)n1,
26326,CC(NC(=O)C1=NN(C)C(=O)CC1)c1ccc(Cl)cc1Cl,
26327,Clc1ccc(N2CCN(CCCN3CCCCC3)CC2)nc1,
26328,COc1c(CNCC(=O)N2CCN(C)CC2)c(C(C)C)nn1C,
26329,CNS(=O)(=O)c1c(C)sc2ccccc12,
26330,COc1ccc(CCNC(=O)CN2CCOCS2(=O)=O)cc1,
26331,Cc1ccc(CN2CCC3(CCC(C(=O)N(C)C)O3)CC2)o1,
26332,CC(C)NC(=O)NCc1ccnc(N(C)C)n1,
26333,O=C(O)CC[C@@H]1CN(c2ncccc2F)CC[C@@H]1N1CCOCC1,
26334,O=c1[nH]nc(-c2cccs2)c2sc(N3CCOCC3)nc12,
26335,O=C(Cc1ccccc1)N1C[C@@H]2OCCN(CC3CCCO3)[C@@H]2C1,
26336,O=C(c1ccc(C2CCCO2)s1)N1CCCOCC1,
26337,COC1CCN(C(=O)CC2CCCC2)CC(=O)N(C)c2ccccc21,
26338,O=C(CN1CCOC(c2ccccc2C(F)(F)F)C1)NC1CC1,
26339,COCCN1CCCC(CCCc2ccccn2)(C(N)=O)C1,
26340,CC(C)(CO)CCCNC(=O)NC1(c2ccccc2F)CC1,
26341,O=C(Nc1ccccc1)[C@H]1O[C@H](CCN2CCNCC2)CC[C@@H]1O,
26342,COCCN(C(=O)c1ccc(OC)cc1)c1ccc(C#N)cc1,
26343,Cc1nn(C)c(C)c1C1CCCN1CCCC#N,
26344,O=C(C1CCSCC1)N1CCC2(CC1)COC(COCC1CC1)C2,
26345,CCn1ccnc1CN1CCCC(CO)(CCCc2ccccc2)C1,
26346,Cc1ccc(C)c(C(=O)NC2CCC(N3C(=O)CCC3=O)CC2)c1,
26347,CN(C)C(=O)CCNC(=O)NCc1ccc(Br)cc1Cl,
26348,CCOc1cccc(C(C)NC(=O)N2CCC3(CC2)OCCO3)c1,
26349,Cc1ccc(CNC(CN2CCN(C)CC2)c2ccccc2)cc1C,
26350,CCSc1ccc(C(=O)N2CCC3(CCC(=O)N(C)C3)CC2)s1,
26351,Cc1c(C(=O)NC(C)C)nnn1-c1cccc(C(F)(F)F)c1,
26352,CN1CCN(c2ccc3ccc(C(=O)N4CCCCO4)cn23)CC1,
26353,Cc1nc(CN2CCc3ncnc(-c4cccnc4)c3CC2)cs1,
26354,Cc1cc(Br)ccc1NCc1ccc(C(=O)N(C)C)[nH]1,
